NBRHOOD,LANDVAL,IMPROVAL,SALEPRIC,SALTOAPR
D,16560,50362,75000,1.12
D,15120,73724,99000,1.11
D,18551,54931,74000,1.01
D,21758,54666,65400,0.86
D,19125,71360,92900,1.03
D,14947,72347,91000,1.04
D,18934,55827,74500,1.00
D,22464,68532,92000,1.01
D,20736,59939,82000,1.02
D,18333,57238,81000,1.07
D,15863,75051,97000,1.07
D,15356,63084,78500,1.00
D,16373,84984,92500,0.91
D,17044,86482,99900,0.96
D,17280,72331,98900,1.10
D,15120,51338,74600,1.12
D,18792,67687,84000,0.97
D,16484,61967,77000,0.98
D,16286,46466,60000,0.96
D,19967,76229,97200,1.01
D,16589,67103,77800,0.93
D,15120,63750,77300,0.98
D,14783,74845,90000,1.00
D,16814,67850,96900,1.14
D,15458,51999,86700,1.29
D,15120,85722,118600,1.18
D,15120,52321,81000,1.20
D,16686,61441,85500,1.09
D,20520,88009,118000,1.09
D,15120,56949,74000,1.03
D,20250,71602,90500,0.99
D,15120,58480,86000,1.17
D,15120,53012,76500,1.12
D,17280,76526,133300,1.42
D,20520,65125,94500,1.10
D,15120,62405,89000,1.15
D,16560,58018,70900,0.95
D,17021,68573,108000,1.26
D,16200,62392,93000,1.18
D,20166,60425,80000,0.99
D,22871,57406,80000,1.00
D,18000,52557,65000,0.92
D,22658,72133,113500,1.20
D,23254,77409,111500,1.11
D,16200,49567,62000,0.94
D,16200,68244,95000,1.13
D,20974,60429,74000,0.91
D,20974,62129,82800,1.00
D,17388,59142,73900,0.97
D,16632,54421,81900,1.15
D,17726,83338,116900,1.16
D,16595,68155,94500,1.12
D,15939,45728,66000,1.07
D,17028,58065,81000,1.08
D,14904,60481,86900,1.15
D,15840,53817,72000,1.03
D,17600,51570,70500,1.02
D,17050,57927,74000,0.99
D,14450,49580,79500,1.24
D,16544,65599,92300,1.12
D,16544,55080,84000,1.17
D,15510,72164,95000,1.08
D,14683,67003,82900,1.01
D,14683,65793,91500,1.14
D,15151,52418,70000,1.04
D,15151,77042,100300,1.09
D,15151,53418,79500,1.16
D,15776,89736,119000,1.13
D,16096,53444,80300,1.15
D,18000,50811,69100,1.00
D,17600,53277,76500,1.08
D,17600,68919,96500,1.12
D,17072,54052,75000,1.05
D,18139,65256,82500,0.99
D,21468,53680,80100,1.07
D,16896,66469,100000,1.20
D,19228,80514,15000,0.15
D,18096,67682,81600,0.95
D,18096,67682,92500,1.08
D,17830,62133,82600,1.03
D,17830,65560,84200,1.01
D,17830,54843,72700,1.00
D,18304,68932,88900,1.02
D,16544,67469,96000,1.14
D,23005,79691,110000,1.07
D,17285,79542,107000,1.11
D,20807,76547,103500,1.06
D,17072,63675,88900,1.10
D,18128,66646,93000,1.10
D,17600,86690,104000,1.00
D,17072,55783,87000,1.19
D,17072,78786,101000,1.05
D,17072,64067,94900,1.17
D,17445,71451,97900,1.10
D,26444,54302,85000,1.05
D,16773,67682,92200,1.09
D,18246,80783,110000,1.11
D,17072,77191,109000,1.16
D,17072,63435,89000,1.11
D,20807,64547,105000,1.23
D,17280,70181,87000,0.99
D,18943,64024,96000,1.16
D,18360,52497,84900,1.20
D,17280,80769,110900,1.13
D,16279,62745,89900,1.14
D,17496,60913,78000,0.99
D,17496,91125,99900,0.92
D,17496,57380,81500,1.09
D,15768,84351,107700,1.08
D,16385,76917,118000,1.26
D,17375,79588,104500,1.08
D,17807,61774,80000,1.01
D,16848,60962,76100,0.98
D,17375,64662,93500,1.14
D,20520,70242,97000,1.07
D,17508,62583,92500,1.15
D,19350,84354,102000,0.98
D,16587,73200,110000,1.23
D,19771,61245,85900,1.06
D,16848,69753,86500,1.00
D,16848,81749,112500,1.14
D,17947,74466,94600,1.02
D,17375,55223,81000,1.12
D,19440,60852,92000,1.15
D,19440,75780,99000,1.04
D,18036,62890,84000,1.04
D,17928,52791,82900,1.17
D,17712,62805,92000,1.14
D,20343,75485,95000,0.99
D,16805,52145,76000,1.10
D,16848,53892,79500,1.12
D,16632,60995,84000,1.08
D,22498,55682,85000,1.09
D,17280,54573,92000,1.28
D,17280,51998,80000,1.15
D,15984,46174,70600,1.14
D,16200,62370,83700,1.07
D,17280,62949,85300,1.06
D,16200,58040,73200,0.99
D,17280,55162,80800,1.12
D,16200,68831,97000,1.14
D,16369,56257,84400,1.16
D,17280,61614,90300,1.14
D,16200,46758,63900,1.01
D,16200,68264,87100,1.03
D,17386,67399,92500,1.09
D,16568,37384,64900,1.20
D,17343,44237,66900,1.09
D,16416,51538,76000,1.12
D,16416,68269,97500,1.15
D,15336,60195,81000,1.07
D,17712,43090,77000,1.27
D,16862,58280,85000,1.13
D,19861,70289,95800,1.06
D,15120,54200,77000,1.11
D,16929,74161,10000,0.11
D,16929,67661,79900,0.94
D,17063,59222,76500,1.00
E,18832,65345,88000,1.05
E,18260,67165,107000,1.25
E,22869,49222,80000,1.11
E,21259,55764,84000,1.09
E,19781,68694,107000,1.21
E,16080,44092,74900,1.24
E,16320,45599,33500,0.54
E,19920,45727,79900,1.22
E,22320,65622,71000,0.81
E,21600,68463,110800,1.23
E,20544,49404,77100,1.10
E,21463,57257,84000,1.07
E,24970,65599,69400,0.77
E,16490,42226,70000,1.19
E,16733,45953,82600,1.32
E,17000,45486,79900,1.28
E,17400,68375,95800,1.12
E,19200,58089,86200,1.12
E,16800,55763,83500,1.15
E,19200,73845,97000,1.04
E,19500,67560,98000,1.13
E,17472,54828,80600,1.11
E,17472,75902,120000,1.29
E,17520,57601,88500,1.18
E,19200,76415,109900,1.15
E,16080,56603,70000,0.96
E,18120,68793,99000,1.14
E,20400,77702,112900,1.15
E,16320,47113,79900,1.26
E,17945,76647,90000,0.95
E,18000,70407,98000,1.11
E,16080,72072,91500,1.04
E,17945,72967,93000,1.02
E,17363,54637,66900,0.93
E,17387,71084,108000,1.22
E,18816,72580,109700,1.20
E,18309,76591,115000,1.21
E,18309,48449,80000,1.20
E,40590,93149,120000,0.90
E,18864,72482,95000,1.04
E,16800,48846,82500,1.26
E,20568,77276,107500,1.10
E,16800,61379,78000,1.00
E,16800,43104,69000,1.15
E,16800,60129,91700,1.19
E,17325,71738,87000,0.98
E,19824,47595,78000,1.16
E,16800,81739,106000,1.08
E,17136,80518,105000,1.08
E,16920,51933,85000,1.23
E,14420,36506,65000,1.28
E,14800,46595,74800,1.22
E,14800,58141,87500,1.20
E,13580,61097,89000,1.19
E,13598,57723,82000,1.15
E,12432,36671,62000,1.26
E,13640,41120,71900,1.31
E,12950,41504,69900,1.28
E,17325,49198,70000,1.05
E,18021,48588,75000,1.13
E,18750,45820,76000,1.18
E,15792,50945,87000,1.30
E,16589,55249,80000,1.11
E,16589,65940,89500,1.08
E,17832,49683,85800,1.27
E,16128,53120,64700,0.93
E,33286,52629,110000,1.28
E,31120,78118,159500,1.46
E,26640,68859,150000,1.57
E,29160,58769,93900,1.07
E,32960,51458,95000,1.13
E,28824,59921,125000,1.41
E,27820,46396,90000,1.21
E,14922,39368,68000,1.25
E,14162,41366,67500,1.22
E,7650,29579,47800,1.28
E,7470,29424,57900,1.57
E,11720,29424,45564,1.11
E,7138,33004,39000,0.97
E,17424,61884,88500,1.12
E,16051,56203,75000,1.04
E,14362,52380,77500,1.16
E,14362,57146,87900,1.23
E,22810,62079,78000,0.92
E,17600,47262,75000,1.16
E,22876,69052,120500,1.31
E,23074,49097,83700,1.16
E,17600,69579,100000,1.15
E,20020,55676,76900,1.02
E,18040,44565,84500,1.35
E,18513,52569,84400,1.19
E,18700,49508,50500,0.74
E,18700,65454,79500,0.94
E,16280,53599,18500,0.26
E,17776,48065,79000,1.20
E,15151,35737,57700,1.13
E,15578,41705,76500,1.34
E,17054,53967,88200,1.24
E,17503,52982,91000,1.29
E,18828,54107,91400,1.25
E,17166,63165,89900,1.12
E,15464,47056,79500,1.27
E,12672,34940,45800,0.96
E,12672,26503,47500,1.21
E,18009,48703,82000,1.23
E,18302,66108,93200,1.10
E,13056,36197,67500,1.37
E,13344,41387,73800,1.35
E,12480,38515,59500,1.17
E,13440,40206,58000,1.08
E,14784,50095,71500,1.10
E,15922,40395,69500,1.23
E,13056,25976,46500,1.19
E,12480,37766,69000,1.37
E,12672,29242,62500,1.49
E,13824,26177,48500,1.21
E,13440,26305,53000,1.33
E,14976,38738,66800,1.24
E,13056,29025,57900,1.38
E,14400,46661,64500,1.06
E,14552,52132,75000,1.12
E,13056,37883,64500,1.27
E,13056,36296,25700,0.52
E,20064,48453,75500,1.10
E,15151,44592,71000,1.19
E,17204,38718,56000,1.00
E,9940,36028,40000,0.87
E,9940,36028,46000,1.00
E,9940,36237,54000,1.17
E,10930,36268,55000,1.17
E,9940,29568,36100,0.91
E,9940,29214,51900,1.33
E,10930,36268,57200,1.21
E,9940,29514,51200,1.30
E,9940,27404,47400,1.27
E,10930,36268,54700,1.16
E,9940,28806,43200,1.11
E,9940,36237,51000,1.10
E,10930,43288,60600,1.12
E,9940,28806,40000,1.03
E,9940,28806,53300,1.38
E,9940,36028,44000,0.96
E,9940,36237,27400,0.59
E,9940,36028,45000,0.98
E,9940,36305,34000,0.74
E,10930,36268,50000,1.06
E,9940,36028,45000,0.98
E,9940,36237,53000,1.15
E,9940,36518,58700,1.26
E,10930,36548,50500,1.06
E,9940,36517,41000,0.88
E,9194,36366,52500,1.15
E,9940,36517,49900,1.07
E,9940,36305,55500,1.20
E,9940,29029,42000,1.08
E,10930,36517,59000,1.24
E,10930,36670,28300,0.59
E,10930,36517,61700,1.30
E,9940,36305,59900,1.30
E,9940,36305,49900,1.08
E,9940,30102,40000,1.00
E,9940,36517,57900,1.25
E,9940,36366,58400,1.26
E,9940,41657,55500,1.08
E,10930,36366,61000,1.29
E,9940,31348,51900,1.26
E,12243,39102,59900,1.17
E,12243,59107,25364,0.36
E,16324,43182,65000,1.09
E,18306,52431,78100,1.10
E,8162,27391,49000,1.38
E,12821,17389,24900,0.82
E,11984,14407,14000,0.53
E,15582,90547,110000,1.04
E,9940,40624,57900,1.15
E,10510,29480,41000,1.03
E,9940,30568,38800,0.96
E,10510,38600,49100,1.00
E,9940,30568,49800,1.23
E,9940,31094,37100,0.90
E,9940,34735,51500,1.15
E,9940,41173,49900,0.98
E,9940,30982,49900,1.22
E,9940,41173,50700,0.99
E,10510,34484,35000,0.78
E,10510,37655,55900,1.16
E,9949,30982,42100,1.03
E,9940,31894,42000,1.00
E,9940,43319,62300,1.17
E,9940,31094,43000,1.05
E,10510,37655,78500,1.63
E,9940,34764,54000,1.21
E,9940,40418,58500,1.16
E,10510,39074,56500,1.14
E,10510,40677,65000,1.27
E,9940,32350,51500,1.22
E,9940,45339,45200,0.82
E,10510,37655,58800,1.22
E,9940,31207,35400,0.86
E,9940,51049,60500,0.99
E,10510,39896,44000,0.87
E,9940,40127,58700,1.17
E,10510,43782,63900,1.18
E,9940,41173,61900,1.21
E,10510,39896,56300,1.12
E,9940,39472,43000,0.87
E,9940,32475,45400,1.07
E,10930,42593,56400,1.05
E,9940,40444,62100,1.23
E,9940,41391,55000,1.07
E,9940,35661,47500,1.04
E,9940,41567,61300,1.19
E,9940,49880,67700,1.13
E,10920,43359,53700,0.99
E,9940,25232,45500,1.29
E,10920,36016,40500,0.86
E,9940,30153,41500,1.04
E,10920,28292,48500,1.24
E,10920,28292,40000,1.02
E,9940,20237,32900,1.09
E,9940,19927,29100,0.97
E,10920,32995,37200,0.85
E,9940,41414,67500,1.31
E,9940,50735,66300,1.09
E,9940,36866,52300,1.12
E,9940,37572,47700,1.00
E,9940,29914,43900,1.10
E,9940,32845,56100,1.31
E,9940,32581,45000,1.06
E,10930,44489,61200,1.10
E,9940,32845,48300,1.13
E,9940,30183,40000,1.00
E,9940,39628,57500,1.16
E,10930,41391,62900,1.20
E,9940,50650,59900,0.99
E,9940,40729,60300,1.19
E,9940,40391,56500,1.12
E,9940,39628,63900,1.29
E,10930,28000,46900,1.20
E,9940,25924,34000,0.95
E,9940,28088,57800,1.52
E,10930,35209,49200,1.07
E,10930,42429,32600,0.61
E,9940,36753,46000,0.99
E,10930,42429,52000,0.97
E,10930,43600,49500,0.91
E,10930,42600,67400,1.26
E,9940,39628,53300,1.08
E,9940,41729,49900,0.97
E,10930,48913,65600,1.10
E,9940,40160,33800,0.67
E,9940,32524,50900,1.20
E,9940,39674,55700,1.12
E,9940,51079,74300,1.22
E,9940,41875,47100,0.91
E,10930,43489,77500,1.42
E,9940,33216,48700,1.13
E,9940,30315,27900,0.69
E,9940,45811,67500,1.21
E,10930,45811,74400,1.31
E,10930,43050,69000,1.28
E,10930,43050,71400,1.32
E,9940,39890,67000,1.34
E,9940,34123,41600,0.94
E,10930,46765,55000,0.95
E,12000,51611,65000,1.02
E,10930,42573,53000,0.99
E,9940,33908,47900,1.09
E,10930,43379,71000,1.31
E,10930,41190,54500,1.05
E,9940,45765,69600,1.25
E,9940,44811,61500,1.12
E,9940,39890,56400,1.13
E,9940,39890,69600,1.40
E,9940,34123,56600,1.28
E,9940,41190,66900,1.31
E,9940,42058,59400,1.14
E,9940,44811,60900,1.11
E,10930,44183,56100,1.02
E,10930,43050,53500,0.99
E,9940,40190,38000,0.76
E,10930,51552,56000,0.90
E,9940,34383,51900,1.17
E,9940,35446,32700,0.72
E,10930,53104,83500,1.30
E,9940,35535,46000,1.01
E,9940,35535,49800,1.10
E,9944,41360,62500,1.22
E,9940,45495,62400,1.13
E,9940,46116,53000,0.95
E,9940,35089,53000,1.18
E,9940,33025,35200,0.82
E,9940,35867,56000,1.22
E,9940,41889,57100,1.10
E,9940,51947,29000,0.47
E,9940,40498,70200,1.39
E,9940,51947,62500,1.01
E,9940,35801,61900,1.35
E,9940,50436,29000,0.48
E,10930,44528,57500,1.04
E,10930,44861,79800,1.43
E,9940,35356,44200,0.98
E,9940,42889,75500,1.43
E,9940,53582,62000,0.98
E,10930,51122,60000,0.97
E,9940,53582,76300,1.20
E,9940,33980,50000,1.14
E,9940,35875,60500,1.32
E,9940,33980,56100,1.28
E,9940,36460,52000,1.12
E,9940,34270,62100,1.40
E,9940,30783,61000,1.50
E,10930,37235,66100,1.37
E,9940,34239,49400,1.12
E,9940,45255,73000,1.32
E,9940,35356,50300,1.11
E,9940,42983,51100,0.97
E,10930,49866,60000,0.99
E,10930,50253,74800,1.22
E,10930,51324,57000,0.92
E,9940,47012,62000,1.09
E,10930,45285,73000,1.30
E,9940,37726,52000,1.09
E,10930,45285,69300,1.23
E,9940,47685,80000,1.39
E,9940,40594,74500,1.47
E,9940,55527,88000,1.34
E,9940,37510,62700,1.32
E,8316,11324,37000,1.88
E,8470,17320,34000,1.32
E,11990,51609,76000,1.19
E,14157,67009,78100,0.96
E,6900,26514,41500,1.24
E,6900,41848,34000,0.70
E,6900,25791,48300,1.48
E,6900,35880,55000,1.29
E,6900,20452,45900,1.68
E,8372,14866,40400,1.74
E,8372,13364,40000,1.84
E,8372,18456,38500,1.44
E,8372,15389,13000,0.55
E,8372,15389,34000,1.43
E,62080,1811,205000,1.25
E,59796,95442,165000,1.06
E,59796,77258,144000,1.05
E,62639,1031,179000,1.09
E,59796,86115,205000,1.40
E,69379,8769,220400,1.24
E,16118,24742,82000,2.01
E,18840,46918,123000,1.87
E,16350,51691,74000,1.09
E,9810,9671,64000,3.29
E,9810,12283,35000,1.58
E,29430,58460,6600,0.08
E,20797,19643,78000,1.93
E,9104,30593,79500,2.00
E,9800,18918,30000,1.04
E,13933,6469,48000,2.35
E,12375,29898,8700,0.21
E,9428,16817,15100,0.58
E,6580,23031,35000,1.18
E,13300,8495,21300,0.98
E,26600,6389,58000,1.76
E,21280,22084,58000,1.34
E,9660,8080,25500,1.44
E,9660,46442,29000,0.52
E,12831,41463,75500,1.39
E,12558,23763,47500,1.31
E,12558,36417,55000,1.12
E,12558,35846,68000,1.40
E,15288,34053,32000,0.65
E,14112,24177,55000,1.44
E,13138,36741,57900,1.16
E,13138,30172,65000,1.50
E,13423,22918,56000,1.54
E,12831,27715,43000,1.06
E,13857,30756,47000,1.05
E,13423,31118,62500,1.40
E,13423,25467,54900,1.41
E,13423,38102,69900,1.36
E,14213,28009,55000,1.30
E,16779,38318,65000,1.18
E,16486,46331,64000,1.02
E,13709,30646,57300,1.29
E,13098,30217,49300,1.14
E,15792,32490,55000,1.14
E,12436,23151,47000,1.32
E,12831,32894,54900,1.20
E,16204,36361,61000,1.16
E,15397,55101,80000,1.13
E,13226,33680,65500,1.40
E,12693,37455,53000,1.06
E,13818,38691,68500,1.30
E,16128,45664,63000,1.02
E,14918,36895,12750,0.25
E,15278,41452,59000,1.04
E,15278,34663,57200,1.15
E,14463,41896,6000,0.11
E,14463,27745,34300,0.81
E,14666,32170,60000,1.28
E,15792,40832,59500,1.05
E,18081,28948,52500,1.12
E,13818,43454,64000,1.12
E,17174,38370,45900,0.83
E,13423,24527,48000,1.26
E,14213,35453,58000,1.17
E,14511,41819,78500,1.39
E,14511,40618,71100,1.29
E,15365,42302,76900,1.33
E,17926,41742,75000,1.26
E,14511,31959,74000,1.59
E,16432,36400,69500,1.32
E,18295,41386,75000,1.26
E,19074,51334,84500,1.20
E,16500,33071,70300,1.42
E,16606,32464,65500,1.33
E,16830,43940,20300,0.33
E,18139,39248,71700,1.25
E,18304,59669,100000,1.28
E,17107,49357,81500,1.23
E,16553,52962,74200,1.07
E,15840,43913,70000,1.17
E,17992,55397,77900,1.06
E,18355,51520,83800,1.20
E,18355,48742,78000,1.16
E,17499,51795,78000,1.13
E,10185,30841,57500,1.40
E,13844,36478,67600,1.34
E,11592,42514,74500,1.38
E,11592,56524,78000,1.15
E,10963,27262,50000,1.31
E,9167,30353,39000,0.99
E,9167,27400,47100,1.29
E,8730,36786,60000,1.32
E,10476,46556,60000,1.05
E,9458,38093,40000,0.84
E,11349,50803,60000,0.97
E,9731,23928,25000,0.74
E,10800,23970,44900,1.29
E,8460,21596,41900,1.39
E,8584,22557,50000,1.61
E,8280,28662,31000,0.84
E,14214,22254,53000,1.45
E,10575,27799,46400,1.21
E,8280,20590,47000,1.63
E,8528,29569,25500,0.67
E,8418,22673,33100,1.06
E,8280,24101,49500,1.53
E,8556,27256,39682,1.11
E,10796,20564,51300,1.64
E,11316,27249,53000,1.37
E,10980,32091,30000,0.70
E,9982,26381,49300,1.36
E,9982,29486,45000,1.14
E,9982,35977,52000,1.13
E,10695,31767,59900,1.41
E,10695,43299,53000,0.98
E,10695,57658,74200,1.09
E,9982,29726,58000,1.46
E,10410,36894,60000,1.27
E,12834,44631,72000,1.25
E,9982,45480,68000,1.23
E,9982,29726,49000,1.23
E,10695,46658,53600,0.93
E,10742,34580,57000,1.26
E,9982,38305,59900,1.24
E,23599,16441,54000,1.35
E,7458,8381,12800,0.81
E,8701,10312,20000,1.05
E,7211,33217,37000,0.92
E,14592,41232,41500,0.74
E,17152,49916,47500,0.71
E,16779,45717,72500,1.16
E,14805,29629,63000,1.42
E,15889,46209,46500,0.75
E,14683,36869,65000,1.26
E,16859,32615,56000,1.13
E,16432,35694,55000,1.06
E,14810,37439,64900,1.24
E,15585,64559,85000,1.06
E,14362,35442,75800,1.52
E,15418,35442,57600,1.13
E,14300,57025,87000,1.22
E,13500,43675,72000,1.26
E,14157,44794,68000,1.15
E,14157,35135,65000,1.32
E,13658,46640,60000,1.00
E,13658,44818,76500,1.31
E,14573,44256,73000,1.24
E,14573,40522,66000,1.20
E,14573,42759,75000,1.31
E,14157,52034,84000,1.27
E,14573,47970,76900,1.23
E,14362,42090,74000,1.31
E,11662,29487,55000,1.34
E,11850,23500,43000,1.22
E,12768,31496,46000,1.04
E,11674,23966,45000,1.26
E,14820,32138,70000,1.49
E,12768,48330,68000,1.11
F,15593,14551,30200,1.00
F,15593,19011,43000,1.24
F,15840,15658,54000,1.71
F,16583,15657,57000,1.77
F,15593,16532,50000,1.56
F,15593,12453,24900,0.89
F,15593,13309,35500,1.23
F,15593,15818,33000,1.05
F,15593,17459,49300,1.49
F,15593,13320,42900,1.48
F,15593,11180,49900,1.86
F,15840,18955,46900,1.35
F,16830,15981,44500,1.36
F,15593,16203,41000,1.29
F,18563,24364,63700,1.48
F,15840,15773,49000,1.55
F,18563,19477,62000,1.63
F,16932,25113,65000,1.55
F,16932,16936,39000,1.15
F,16544,13993,35900,1.18
F,20831,20225,62000,1.51
F,16110,26309,65000,1.53
F,19905,27900,67000,1.40
F,17061,26120,65000,1.51
F,18609,21234,59000,1.48
F,21175,26351,69000,1.45
F,16665,16442,49000,1.48
F,17776,15931,34900,1.04
F,20098,23579,65700,1.50
F,14950,31120,72000,1.56
F,11500,27505,57500,1.47
F,17250,25886,53000,1.23
F,19013,29770,64500,1.32
F,16422,25815,39900,0.94
F,24150,36131,73000,1.21
F,15939,26449,50000,1.18
F,15939,24145,47000,1.17
F,15939,26112,49000,1.17
F,15939,20335,40000,1.10
F,12075,22209,50000,1.46
F,14438,30267,73700,1.65
F,10971,31049,58000,1.38
F,10971,22069,44900,1.36
F,11702,21617,51100,1.53
F,12408,31630,58000,1.32
F,13200,27093,46900,1.16
F,10824,36413,12000,0.25
F,12144,33749,73500,1.60
F,12672,23872,49900,1.37
F,13464,23092,55000,1.50
F,17063,30163,38300,0.81
F,14326,30035,51000,1.15
F,17250,30324,55900,1.18
F,17250,42943,64500,1.07
F,17250,27011,54500,1.23
F,15520,25342,52100,1.28
F,12144,17205,32000,1.09
F,12549,19938,48000,1.48
F,13156,23735,58000,1.57
F,12549,25855,52500,1.37
F,14625,25835,42900,1.06
F,17480,25958,49800,1.15
F,14168,20650,53500,1.54
F,14168,18639,57000,1.74
F,11440,19055,43500,1.43
F,11440,20688,19000,0.59
F,11330,19805,55000,1.77
F,15180,51322,71900,1.08
F,25520,37811,59900,0.95
F,11440,21871,57000,1.71
F,14300,34466,60000,1.23
F,22880,48847,72000,1.00
F,17335,42061,65000,1.09
F,11440,27335,35500,0.92
F,11440,28535,60000,1.50
F,17160,14687,40900,1.28
F,11440,19478,31000,1.00
F,11440,13980,33000,1.30
F,11440,16194,39900,1.44
F,22880,17256,20500,0.51
F,11440,36806,63100,1.31
F,13613,29045,51700,1.21
F,13750,12276,35000,1.34
F,14080,13240,37000,1.35
F,14080,12794,46000,1.71
F,13750,13096,38500,1.43
F,13613,13766,25200,0.92
F,13776,14989,41800,1.45
F,13640,14799,52000,1.83
F,12954,22435,35000,0.99
F,12144,22550,46000,1.33
F,13728,9014,29200,1.28
F,15182,8892,44000,1.83
F,14956,13587,42000,1.47
F,13608,16564,80000,2.65
F,17940,24013,55500,1.32
F,17940,23632,61500,1.48
F,17940,26291,51900,1.17
F,17940,22556,59100,1.46
F,17940,21523,45000,1.14
F,17940,21263,52400,1.34
F,14352,19514,45000,1.33
F,16744,24479,52500,1.27
F,17618,47041,75700,1.17
F,11154,24369,56000,1.58
F,16931,37717,66900,1.22
F,17389,37766,68900,1.25
F,16931,27483,15000,0.34
F,17389,36218,67500,1.26
F,15182,19564,35000,1.01
F,14300,40347,65500,1.20
F,10600,16941,40000,1.45
F,10000,19082,34000,1.17
F,10000,23701,41800,1.24
F,10000,28239,60000,1.57
F,10000,30637,34000,0.84
F,15300,39825,83000,1.51
F,30800,57355,84000,0.95
F,24640,22658,50000,1.06
F,28560,29398,75000,1.29
F,31080,17201,42000,0.87
F,31080,14856,60000,1.31
F,32000,37982,72000,1.03
F,25410,45747,73000,1.03
F,25410,25332,56500,1.11
F,22869,20105,45000,1.05
F,14100,15153,34400,1.18
F,12220,33347,70000,1.54
F,12220,34051,62000,1.34
F,13248,31546,11200,0.25
F,11960,29326,68000,1.65
F,11960,24881,54900,1.49
F,11224,58418,75000,1.08
F,15115,21905,56900,1.54
F,15115,25186,52400,1.30
F,15115,26709,38400,0.92
F,15115,17353,42000,1.29
F,12144,14158,34000,1.29
F,12144,25385,59900,1.60
F,11550,33352,54900,1.22
F,17609,17224,59500,1.71
F,11440,38356,56000,1.12
F,11220,23556,46000,1.32
F,11440,22949,45000,1.31
F,11840,19551,82500,2.63
F,23100,22043,57000,1.26
F,11330,26887,47900,1.25
F,11440,15632,37500,1.39
F,11440,40288,67700,1.31
F,20240,15226,36000,1.02
F,10120,15611,39500,1.54
F,10120,17824,46500,1.66
F,10857,35369,49000,1.06
F,20220,6962,60000,2.21
F,29680,37724,65000,0.96
F,13913,20170,21500,0.63
F,12190,38482,64500,1.27
F,12853,40651,59900,1.12
F,12875,17407,31500,1.04
F,10300,26784,38500,1.04
F,13890,17289,24000,0.77
F,14076,26260,48000,1.19
F,14214,24370,44500,1.15
F,14030,12390,14600,0.55
F,14403,14151,35000,1.23
F,13800,27364,62000,1.51
F,13800,21880,56000,1.57
F,12696,25467,53000,1.39
F,13248,13220,40000,1.51
F,13869,16276,42900,1.42
F,12696,14234,45000,1.67
F,12696,13000,36500,1.42
F,13542,12898,35500,1.34
F,16261,56817,81700,1.12
F,15180,29822,63500,1.41
F,15180,20164,44000,1.24
F,19107,26369,57000,1.25
F,15180,25408,45500,1.12
F,21202,32822,64000,1.18
F,14168,28169,47500,1.12
F,15180,29690,51000,1.14
F,17595,27186,59900,1.34
F,14956,46788,76500,1.24
F,27695,50718,79300,1.01
F,13464,34639,54000,1.12
F,13283,37170,65000,1.29
F,17332,23553,41500,1.02
F,19228,16999,27000,0.75
F,17325,13395,17800,0.58
F,11220,33741,58000,1.29
F,24255,14345,25000,0.65
F,10120,39591,67800,1.36
F,11550,10188,41000,1.89
F,31987,8455,253500,6.27
F,11220,15852,7000,0.26
F,11220,16219,21000,0.77
F,55930,18485,57000,0.77
F,53950,25233,112500,1.42
F,68250,16664,165000,1.94
F,10710,36041,62900,1.35
F,14445,14775,39000,1.33
F,25009,30151,57000,1.03
F,14170,32136,52000,1.12
F,11880,17408,42700,1.46
F,12197,15572,39500,1.42
F,12197,17051,41000,1.40
F,13860,21597,44000,1.24
F,12810,29415,63900,1.51
F,12994,22479,46500,1.31
F,15750,24114,34900,0.88
F,11256,28946,49500,1.23
F,11424,25473,48700,1.32
F,12696,23851,47200,1.29
F,12075,29703,39500,0.95
F,11049,23744,44000,1.26
F,11424,23674,31000,0.88
F,14476,33533,50000,1.04
F,11515,34241,52000,1.14
F,13294,14838,24810,0.88
F,16504,20162,53000,1.45
F,13820,25132,59900,1.54
F,11900,24900,60000,1.63
F,10928,25159,42000,1.16
F,14553,14477,44000,1.52
F,14553,15871,41000,1.35
F,14553,20236,52000,1.49
F,14553,23196,55000,1.46
F,14553,23413,38100,1.00
F,14553,19060,49000,1.46
F,9200,38863,56300,1.17
F,10700,15073,34500,1.34
F,10700,35935,57000,1.22
F,9275,17548,31700,1.18
F,8838,40748,58800,1.19
F,8750,41709,51400,1.02
F,17675,34268,56910,1.10
F,17500,11127,44600,1.56
F,9100,25110,47000,1.37
F,9100,41147,68000,1.35
F,9182,30154,47700,1.21
F,8663,30873,52200,1.32
F,11484,39383,6000,0.12
F,10780,16137,41900,1.56
F,9336,41290,74500,1.47
F,9336,40471,71400,1.43
F,9336,36152,58800,1.29
F,9336,39824,71900,1.46
F,9336,40924,70300,1.40
F,9336,40471,70100,1.41
F,9336,40924,66600,1.33
F,9336,40924,66900,1.33
F,13410,10849,17000,0.70
F,12852,12823,39000,1.52
F,13944,11589,40000,1.57
F,12731,15308,45000,1.60
F,12222,17748,23300,0.78
F,8488,43391,71500,1.38
F,13514,15169,32600,1.14
F,12994,24013,52700,1.42
F,10395,43290,70500,1.31
F,10395,27290,50000,1.33
F,12338,14784,36900,1.36
F,9870,38218,57500,1.20
F,9529,6916,28000,1.70
F,11261,17514,38500,1.34
F,9529,39546,65700,1.34
F,9625,34235,50000,1.14
F,9336,39759,68500,1.40
F,13340,25923,62000,1.58
F,16042,32811,62500,1.28
F,10014,39048,61500,1.25
F,13340,14848,31900,1.13
